                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                 1.6647,                 2.5058,                 1.6923,                0.29493,                0.18129,                0.14809,                0.08064,                 1.7577,                 2.5222,                 1.8239,              0.0052795,              0.0052795,              0.0052795
                     74,                 1.6759,                   2.51,                 1.6987,                0.29882,                0.18131,                 0.1486,                0.08069,                 1.7559,                 2.5202,                 1.8218,              0.0052139,              0.0052139,              0.0052139
                     75,                 1.6663,                 2.5086,                 1.6924,                0.29538,                0.18432,                 0.1483,                0.08081,                 1.7559,                 2.5183,                 1.8203,              0.0051483,              0.0051483,              0.0051483
                     76,                 1.6635,                 2.4976,                 1.6907,                0.29411,                0.18864,                0.14885,                0.08125,                 1.7548,                 2.5158,                 1.8189,              0.0050828,              0.0050828,              0.0050828
                     77,                 1.6626,                 2.4924,                 1.6881,                0.29211,                0.18678,                0.14918,                0.08155,                  1.754,                 2.5128,                 1.8173,              0.0050172,              0.0050172,              0.0050172
                     78,                 1.6622,                 2.4855,                 1.6868,                0.28931,                0.18658,                0.14978,                0.08199,                 1.7526,                 2.5097,                 1.8153,              0.0049517,              0.0049517,              0.0049517
                     79,                 1.6653,                 2.4884,                  1.686,                0.29126,                0.18882,                0.15065,                0.08252,                 1.7523,                 2.5093,                 1.8154,              0.0048861,              0.0048861,              0.0048861
                     80,                 1.6489,                 2.4734,                 1.6811,                0.29403,                0.18856,                0.15159,                0.08306,                 1.7502,                 2.5063,                 1.8142,              0.0048205,              0.0048205,              0.0048205
                     81,                 1.6528,                 2.4768,                 1.6818,                0.29685,                0.18852,                0.15234,                0.08346,                 1.7484,                 2.5026,                  1.813,               0.004755,               0.004755,               0.004755
                     82,                 1.6532,                 2.4671,                 1.6835,                0.29613,                0.19003,                0.15306,                0.08367,                 1.7472,                 2.5009,                 1.8125,              0.0046894,              0.0046894,              0.0046894
                     83,                 1.6593,                  2.469,                 1.6849,                0.30288,                0.18689,                0.15364,                0.08405,                 1.7466,                 2.4967,                 1.8117,              0.0046238,              0.0046238,              0.0046238
                     84,                 1.6517,                 2.4623,                 1.6812,                0.29858,                0.18677,                0.15444,                0.08454,                 1.7463,                 2.4947,                 1.8113,              0.0045583,              0.0045583,              0.0045583
                     85,                 1.6504,                 2.4662,                 1.6794,                0.30118,                0.18647,                0.15488,                0.08456,                 1.7459,                  2.493,                 1.8106,              0.0044927,              0.0044927,              0.0044927
                     86,                 1.6487,                 2.4571,                 1.6764,                0.29865,                0.18923,                0.15539,                0.08484,                 1.7449,                  2.491,                 1.8096,              0.0044272,              0.0044272,              0.0044272
                     87,                  1.658,                 2.4505,                 1.6761,                0.30262,                0.18793,                0.15563,                0.08513,                 1.7445,                 2.4906,                 1.8091,              0.0043616,              0.0043616,              0.0043616
                     88,                   1.65,                 2.4581,                 1.6799,                0.30239,                 0.1907,                0.15625,                0.08535,                  1.743,                 2.4893,                 1.8086,               0.004296,               0.004296,               0.004296
                     89,                 1.6517,                 2.4494,                 1.6773,                0.30332,                 0.1909,                0.15644,                0.08534,                 1.7419,                 2.4881,                 1.8078,              0.0042305,              0.0042305,              0.0042305
                     90,                 1.6476,                 2.4425,                 1.6746,                0.29932,                0.19319,                0.15697,                0.08569,                 1.7411,                  2.486,                  1.807,              0.0041649,              0.0041649,              0.0041649
                     91,                 1.6398,                 2.4309,                 1.6744,                0.29691,                0.19375,                0.15731,                0.08592,                 1.7402,                  2.484,                 1.8062,              0.0040993,              0.0040993,              0.0040993
                     92,                 1.6402,                 2.4337,                 1.6712,                0.30002,                0.19257,                 0.1579,                0.08628,                 1.7399,                 2.4828,                 1.8056,              0.0040338,              0.0040338,              0.0040338
                     93,                  1.643,                 2.4246,                 1.6697,                0.30253,                0.19192,                0.15796,                0.08633,                 1.7395,                 2.4816,                 1.8045,              0.0039682,              0.0039682,              0.0039682
                     94,                 1.6412,                 2.4197,                  1.668,                0.30574,                0.19234,                0.15843,                0.08647,                 1.7389,                 2.4801,                 1.8037,              0.0039026,              0.0039026,              0.0039026
                     95,                 1.6439,                 2.4125,                 1.6676,                0.30444,                0.19294,                0.15875,                0.08648,                 1.7378,                 2.4786,                 1.8026,              0.0038371,              0.0038371,              0.0038371
                     96,                 1.6393,                 2.4115,                 1.6592,                0.30244,                0.19468,                0.15892,                0.08688,                 1.7375,                 2.4783,                 1.8021,              0.0037715,              0.0037715,              0.0037715
                     97,                 1.6413,                 2.4085,                 1.6667,                0.28875,                0.19551,                0.15891,                 0.0869,                  1.737,                 2.4776,                 1.8013,               0.003706,               0.003706,               0.003706
